"status","diet","common.name","year","N"
"migrant",NA,"Merlin",1996,0
"migrant",NA,"Bicknell's Thrush",1996,0
"migrant",NA,"Ovenbird",1996,38
"migrant",NA,"Worm-eating Warbler",1996,7
"migrant",NA,"Northern Waterthrush",1996,2
"migrant",NA,"Blue-winged Warbler",1996,0
"migrant",NA,"Black-and-white Warbler",1996,56
"migrant",NA,"Prothonotary Warbler",1996,0
"migrant",NA,"Swainson's Warbler",1996,0
"migrant",NA,"Kentucky Warbler",1996,0
"migrant",NA,"Hooded Warbler",1996,2
"migrant",NA,"American Redstart",1996,21
"migrant",NA,"Cape May Warbler",1996,0
"migrant",NA,"Northern Parula",1996,1
"migrant",NA,"Magnolia Warbler",1996,0
"migrant",NA,"Black-throated Blue Warbler",1996,0
"migrant",NA,"Prairie Warbler",1996,2
"migrant",NA,"Baltimore Oriole",1996,0
"migrant",NA,"Indigo Bunting",1996,0
"migrant",NA,"Rose-breasted Grosbeak",1996,0
"resident","Frugivores","Zenaida Dove",1996,0
"resident","Frugivores","Common Ground-dove",1996,0
"resident","Frugivores","Key West Quail Dov",1996,0
"resident","Frugivores","Pearly-eyed Thrasher",1996,3
"resident","Frugivores","Red-legged Thrush",1996,2
"resident","Frugivores","Antillean Euphonia",1996,0
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1996,4
"resident","Frugivores","Puerto Rican Bullfinch",1996,15
"resident","Frugivores","Black-faced Grassquit",1996,0
"resident","Frugivores","Yellow-faced Grassquit",1996,0
"resident","Frugivores","Northern Mockingbird",1996,0
"resident","Nectarivores","Antillean Mango",1996,0
"resident","Nectarivores","Puero Rican Emerald",1996,1
"resident","Nectarivores","Bananaquit",1996,9
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1996,0
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1996,0
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1996,1
"resident","Insectivores-Gleaners","Adelaide's Warbler",1996,2
"resident","Insectivores-Gleaners","Black-cowled Oriole",1996,0
"resident","Insectivores-Gleaners","Troupial",1996,0
"resident","Insectivores-Flycatchers","Gray Kingbird",1996,0
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1996,6
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1996,1
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1996,0
"resident","Insectivores-Elaenia","Carribean Elaenia",1996,17
"migrant",NA,"Merlin",1997,1
"migrant",NA,"Bicknell's Thrush",1997,0
"migrant",NA,"Ovenbird",1997,33
"migrant",NA,"Worm-eating Warbler",1997,10
"migrant",NA,"Northern Waterthrush",1997,0
"migrant",NA,"Blue-winged Warbler",1997,0
"migrant",NA,"Black-and-white Warbler",1997,34
"migrant",NA,"Prothonotary Warbler",1997,0
"migrant",NA,"Swainson's Warbler",1997,0
"migrant",NA,"Kentucky Warbler",1997,0
"migrant",NA,"Hooded Warbler",1997,0
"migrant",NA,"American Redstart",1997,7
"migrant",NA,"Cape May Warbler",1997,0
"migrant",NA,"Northern Parula",1997,2
"migrant",NA,"Magnolia Warbler",1997,0
"migrant",NA,"Black-throated Blue Warbler",1997,0
"migrant",NA,"Prairie Warbler",1997,6
"migrant",NA,"Baltimore Oriole",1997,0
"migrant",NA,"Indigo Bunting",1997,5
"migrant",NA,"Rose-breasted Grosbeak",1997,0
"resident","Frugivores","Zenaida Dove",1997,1
"resident","Frugivores","Common Ground-dove",1997,13
"resident","Frugivores","Key West Quail Dov",1997,0
"resident","Frugivores","Pearly-eyed Thrasher",1997,8
"resident","Frugivores","Red-legged Thrush",1997,3
"resident","Frugivores","Antillean Euphonia",1997,1
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1997,2
"resident","Frugivores","Puerto Rican Bullfinch",1997,30
"resident","Frugivores","Black-faced Grassquit",1997,3
"resident","Frugivores","Yellow-faced Grassquit",1997,0
"resident","Frugivores","Northern Mockingbird",1997,0
"resident","Nectarivores","Antillean Mango",1997,4
"resident","Nectarivores","Puero Rican Emerald",1997,0
"resident","Nectarivores","Bananaquit",1997,36
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1997,0
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1997,0
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1997,1
"resident","Insectivores-Gleaners","Adelaide's Warbler",1997,1
"resident","Insectivores-Gleaners","Black-cowled Oriole",1997,0
"resident","Insectivores-Gleaners","Troupial",1997,0
"resident","Insectivores-Flycatchers","Gray Kingbird",1997,0
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1997,2
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1997,0
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1997,0
"resident","Insectivores-Elaenia","Carribean Elaenia",1997,11
"migrant",NA,"Merlin",1998,1
"migrant",NA,"Bicknell's Thrush",1998,0
"migrant",NA,"Ovenbird",1998,34
"migrant",NA,"Worm-eating Warbler",1998,3
"migrant",NA,"Northern Waterthrush",1998,0
"migrant",NA,"Blue-winged Warbler",1998,0
"migrant",NA,"Black-and-white Warbler",1998,41
"migrant",NA,"Prothonotary Warbler",1998,0
"migrant",NA,"Swainson's Warbler",1998,0
"migrant",NA,"Kentucky Warbler",1998,0
"migrant",NA,"Hooded Warbler",1998,2
"migrant",NA,"American Redstart",1998,34
"migrant",NA,"Cape May Warbler",1998,1
"migrant",NA,"Northern Parula",1998,22
"migrant",NA,"Magnolia Warbler",1998,1
"migrant",NA,"Black-throated Blue Warbler",1998,0
"migrant",NA,"Prairie Warbler",1998,21
"migrant",NA,"Baltimore Oriole",1998,0
"migrant",NA,"Indigo Bunting",1998,1
"migrant",NA,"Rose-breasted Grosbeak",1998,2
"resident","Frugivores","Zenaida Dove",1998,0
"resident","Frugivores","Common Ground-dove",1998,11
"resident","Frugivores","Key West Quail Dov",1998,0
"resident","Frugivores","Pearly-eyed Thrasher",1998,11
"resident","Frugivores","Red-legged Thrush",1998,0
"resident","Frugivores","Antillean Euphonia",1998,0
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1998,0
"resident","Frugivores","Puerto Rican Bullfinch",1998,29
"resident","Frugivores","Black-faced Grassquit",1998,4
"resident","Frugivores","Yellow-faced Grassquit",1998,0
"resident","Frugivores","Northern Mockingbird",1998,0
"resident","Nectarivores","Antillean Mango",1998,0
"resident","Nectarivores","Puero Rican Emerald",1998,1
"resident","Nectarivores","Bananaquit",1998,42
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1998,0
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1998,0
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1998,0
"resident","Insectivores-Gleaners","Adelaide's Warbler",1998,7
"resident","Insectivores-Gleaners","Black-cowled Oriole",1998,0
"resident","Insectivores-Gleaners","Troupial",1998,0
"resident","Insectivores-Flycatchers","Gray Kingbird",1998,1
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1998,0
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1998,10
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1998,0
"resident","Insectivores-Elaenia","Carribean Elaenia",1998,17
"migrant",NA,"Merlin",1999,0
"migrant",NA,"Bicknell's Thrush",1999,0
"migrant",NA,"Ovenbird",1999,22
"migrant",NA,"Worm-eating Warbler",1999,7
"migrant",NA,"Northern Waterthrush",1999,1
"migrant",NA,"Blue-winged Warbler",1999,1
"migrant",NA,"Black-and-white Warbler",1999,43
"migrant",NA,"Prothonotary Warbler",1999,1
"migrant",NA,"Swainson's Warbler",1999,0
"migrant",NA,"Kentucky Warbler",1999,1
"migrant",NA,"Hooded Warbler",1999,2
"migrant",NA,"American Redstart",1999,18
"migrant",NA,"Cape May Warbler",1999,0
"migrant",NA,"Northern Parula",1999,15
"migrant",NA,"Magnolia Warbler",1999,2
"migrant",NA,"Black-throated Blue Warbler",1999,0
"migrant",NA,"Prairie Warbler",1999,19
"migrant",NA,"Baltimore Oriole",1999,0
"migrant",NA,"Indigo Bunting",1999,0
"migrant",NA,"Rose-breasted Grosbeak",1999,0
"resident","Frugivores","Zenaida Dove",1999,NA
"resident","Frugivores","Common Ground-dove",1999,NA
"resident","Frugivores","Key West Quail Dov",1999,NA
"resident","Frugivores","Pearly-eyed Thrasher",1999,NA
"resident","Frugivores","Red-legged Thrush",1999,NA
"resident","Frugivores","Antillean Euphonia",1999,NA
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1999,NA
"resident","Frugivores","Puerto Rican Bullfinch",1999,NA
"resident","Frugivores","Black-faced Grassquit",1999,NA
"resident","Frugivores","Yellow-faced Grassquit",1999,NA
"resident","Frugivores","Northern Mockingbird",1999,NA
"resident","Nectarivores","Antillean Mango",1999,NA
"resident","Nectarivores","Puero Rican Emerald",1999,NA
"resident","Nectarivores","Bananaquit",1999,NA
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1999,NA
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1999,NA
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1999,NA
"resident","Insectivores-Gleaners","Adelaide's Warbler",1999,NA
"resident","Insectivores-Gleaners","Black-cowled Oriole",1999,NA
"resident","Insectivores-Gleaners","Troupial",1999,NA
"resident","Insectivores-Flycatchers","Gray Kingbird",1999,NA
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1999,NA
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1999,NA
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1999,NA
"resident","Insectivores-Elaenia","Carribean Elaenia",1999,NA
"migrant",NA,"Merlin",2000,1
"migrant",NA,"Bicknell's Thrush",2000,0
"migrant",NA,"Ovenbird",2000,31
"migrant",NA,"Worm-eating Warbler",2000,5
"migrant",NA,"Northern Waterthrush",2000,0
"migrant",NA,"Blue-winged Warbler",2000,0
"migrant",NA,"Black-and-white Warbler",2000,44
"migrant",NA,"Prothonotary Warbler",2000,3
"migrant",NA,"Swainson's Warbler",2000,0
"migrant",NA,"Kentucky Warbler",2000,0
"migrant",NA,"Hooded Warbler",2000,2
"migrant",NA,"American Redstart",2000,16
"migrant",NA,"Cape May Warbler",2000,1
"migrant",NA,"Northern Parula",2000,17
"migrant",NA,"Magnolia Warbler",2000,2
"migrant",NA,"Black-throated Blue Warbler",2000,0
"migrant",NA,"Prairie Warbler",2000,16
"migrant",NA,"Baltimore Oriole",2000,0
"migrant",NA,"Indigo Bunting",2000,1
"migrant",NA,"Rose-breasted Grosbeak",2000,12
"resident","Frugivores","Zenaida Dove",2000,NA
"resident","Frugivores","Common Ground-dove",2000,NA
"resident","Frugivores","Key West Quail Dov",2000,NA
"resident","Frugivores","Pearly-eyed Thrasher",2000,NA
"resident","Frugivores","Red-legged Thrush",2000,NA
"resident","Frugivores","Antillean Euphonia",2000,NA
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",2000,NA
"resident","Frugivores","Puerto Rican Bullfinch",2000,NA
"resident","Frugivores","Black-faced Grassquit",2000,NA
"resident","Frugivores","Yellow-faced Grassquit",2000,NA
"resident","Frugivores","Northern Mockingbird",2000,NA
"resident","Nectarivores","Antillean Mango",2000,NA
"resident","Nectarivores","Puero Rican Emerald",2000,NA
"resident","Nectarivores","Bananaquit",2000,NA
"resident","Insectivores-Gleaners","Mangrove Cuckoo",2000,NA
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",2000,NA
"resident","Insectivores-Gleaners","Puerto Rican Vireo",2000,NA
"resident","Insectivores-Gleaners","Adelaide's Warbler",2000,NA
"resident","Insectivores-Gleaners","Black-cowled Oriole",2000,NA
"resident","Insectivores-Gleaners","Troupial",2000,NA
"resident","Insectivores-Flycatchers","Gray Kingbird",2000,NA
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",2000,NA
"resident","Insectivores-Flycatchers","Puerto Rican Tody",2000,NA
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",2000,NA
"resident","Insectivores-Elaenia","Carribean Elaenia",2000,NA
"migrant",NA,"Merlin",2001,0
"migrant",NA,"Bicknell's Thrush",2001,0
"migrant",NA,"Ovenbird",2001,41
"migrant",NA,"Worm-eating Warbler",2001,5
"migrant",NA,"Northern Waterthrush",2001,0
"migrant",NA,"Blue-winged Warbler",2001,0
"migrant",NA,"Black-and-white Warbler",2001,45
"migrant",NA,"Prothonotary Warbler",2001,6
"migrant",NA,"Swainson's Warbler",2001,2
"migrant",NA,"Kentucky Warbler",2001,0
"migrant",NA,"Hooded Warbler",2001,5
"migrant",NA,"American Redstart",2001,24
"migrant",NA,"Cape May Warbler",2001,0
"migrant",NA,"Northern Parula",2001,15
"migrant",NA,"Magnolia Warbler",2001,2
"migrant",NA,"Black-throated Blue Warbler",2001,0
"migrant",NA,"Prairie Warbler",2001,13
"migrant",NA,"Baltimore Oriole",2001,0
"migrant",NA,"Indigo Bunting",2001,0
"migrant",NA,"Rose-breasted Grosbeak",2001,12
"resident","Frugivores","Zenaida Dove",2001,NA
"resident","Frugivores","Common Ground-dove",2001,NA
"resident","Frugivores","Key West Quail Dov",2001,NA
"resident","Frugivores","Pearly-eyed Thrasher",2001,NA
"resident","Frugivores","Red-legged Thrush",2001,NA
"resident","Frugivores","Antillean Euphonia",2001,NA
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",2001,NA
"resident","Frugivores","Puerto Rican Bullfinch",2001,NA
"resident","Frugivores","Black-faced Grassquit",2001,NA
"resident","Frugivores","Yellow-faced Grassquit",2001,NA
"resident","Frugivores","Northern Mockingbird",2001,NA
"resident","Nectarivores","Antillean Mango",2001,NA
"resident","Nectarivores","Puero Rican Emerald",2001,NA
"resident","Nectarivores","Bananaquit",2001,NA
"resident","Insectivores-Gleaners","Mangrove Cuckoo",2001,NA
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",2001,NA
"resident","Insectivores-Gleaners","Puerto Rican Vireo",2001,NA
"resident","Insectivores-Gleaners","Adelaide's Warbler",2001,NA
"resident","Insectivores-Gleaners","Black-cowled Oriole",2001,NA
"resident","Insectivores-Gleaners","Troupial",2001,NA
"resident","Insectivores-Flycatchers","Gray Kingbird",2001,NA
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",2001,NA
"resident","Insectivores-Flycatchers","Puerto Rican Tody",2001,NA
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",2001,NA
"resident","Insectivores-Elaenia","Carribean Elaenia",2001,NA
"migrant",NA,"Merlin",2002,1
"migrant",NA,"Bicknell's Thrush",2002,0
"migrant",NA,"Ovenbird",2002,30
"migrant",NA,"Worm-eating Warbler",2002,1
"migrant",NA,"Northern Waterthrush",2002,0
"migrant",NA,"Blue-winged Warbler",2002,0
"migrant",NA,"Black-and-white Warbler",2002,26
"migrant",NA,"Prothonotary Warbler",2002,0
"migrant",NA,"Swainson's Warbler",2002,0
"migrant",NA,"Kentucky Warbler",2002,0
"migrant",NA,"Hooded Warbler",2002,0
"migrant",NA,"American Redstart",2002,16
"migrant",NA,"Cape May Warbler",2002,0
"migrant",NA,"Northern Parula",2002,10
"migrant",NA,"Magnolia Warbler",2002,0
"migrant",NA,"Black-throated Blue Warbler",2002,0
"migrant",NA,"Prairie Warbler",2002,10
"migrant",NA,"Baltimore Oriole",2002,0
"migrant",NA,"Indigo Bunting",2002,0
"migrant",NA,"Rose-breasted Grosbeak",2002,0
"resident","Frugivores","Zenaida Dove",2002,NA
"resident","Frugivores","Common Ground-dove",2002,NA
"resident","Frugivores","Key West Quail Dov",2002,NA
"resident","Frugivores","Pearly-eyed Thrasher",2002,NA
"resident","Frugivores","Red-legged Thrush",2002,NA
"resident","Frugivores","Antillean Euphonia",2002,NA
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",2002,NA
"resident","Frugivores","Puerto Rican Bullfinch",2002,NA
"resident","Frugivores","Black-faced Grassquit",2002,NA
"resident","Frugivores","Yellow-faced Grassquit",2002,NA
"resident","Frugivores","Northern Mockingbird",2002,NA
"resident","Nectarivores","Antillean Mango",2002,NA
"resident","Nectarivores","Puero Rican Emerald",2002,NA
"resident","Nectarivores","Bananaquit",2002,NA
"resident","Insectivores-Gleaners","Mangrove Cuckoo",2002,NA
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",2002,NA
"resident","Insectivores-Gleaners","Puerto Rican Vireo",2002,NA
"resident","Insectivores-Gleaners","Adelaide's Warbler",2002,NA
"resident","Insectivores-Gleaners","Black-cowled Oriole",2002,NA
"resident","Insectivores-Gleaners","Troupial",2002,NA
"resident","Insectivores-Flycatchers","Gray Kingbird",2002,NA
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",2002,NA
"resident","Insectivores-Flycatchers","Puerto Rican Tody",2002,NA
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",2002,NA
"resident","Insectivores-Elaenia","Carribean Elaenia",2002,NA
"migrant",NA,"Merlin",2003,0
"migrant",NA,"Bicknell's Thrush",2003,0
"migrant",NA,"Ovenbird",2003,16
"migrant",NA,"Worm-eating Warbler",2003,3
"migrant",NA,"Northern Waterthrush",2003,0
"migrant",NA,"Blue-winged Warbler",2003,0
"migrant",NA,"Black-and-white Warbler",2003,26
"migrant",NA,"Prothonotary Warbler",2003,0
"migrant",NA,"Swainson's Warbler",2003,0
"migrant",NA,"Kentucky Warbler",2003,0
"migrant",NA,"Hooded Warbler",2003,0
"migrant",NA,"American Redstart",2003,23
"migrant",NA,"Cape May Warbler",2003,0
"migrant",NA,"Northern Parula",2003,1
"migrant",NA,"Magnolia Warbler",2003,0
"migrant",NA,"Black-throated Blue Warbler",2003,0
"migrant",NA,"Prairie Warbler",2003,12
"migrant",NA,"Baltimore Oriole",2003,0
"migrant",NA,"Indigo Bunting",2003,0
"migrant",NA,"Rose-breasted Grosbeak",2003,0
"resident","Frugivores","Zenaida Dove",2003,NA
"resident","Frugivores","Common Ground-dove",2003,NA
"resident","Frugivores","Key West Quail Dov",2003,NA
"resident","Frugivores","Pearly-eyed Thrasher",2003,NA
"resident","Frugivores","Red-legged Thrush",2003,NA
"resident","Frugivores","Antillean Euphonia",2003,NA
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",2003,NA
"resident","Frugivores","Puerto Rican Bullfinch",2003,NA
"resident","Frugivores","Black-faced Grassquit",2003,NA
"resident","Frugivores","Yellow-faced Grassquit",2003,NA
"resident","Frugivores","Northern Mockingbird",2003,NA
"resident","Nectarivores","Antillean Mango",2003,NA
"resident","Nectarivores","Puero Rican Emerald",2003,NA
"resident","Nectarivores","Bananaquit",2003,NA
"resident","Insectivores-Gleaners","Mangrove Cuckoo",2003,NA
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",2003,NA
"resident","Insectivores-Gleaners","Puerto Rican Vireo",2003,NA
"resident","Insectivores-Gleaners","Adelaide's Warbler",2003,NA
"resident","Insectivores-Gleaners","Black-cowled Oriole",2003,NA
"resident","Insectivores-Gleaners","Troupial",2003,NA
"resident","Insectivores-Flycatchers","Gray Kingbird",2003,NA
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",2003,NA
"resident","Insectivores-Flycatchers","Puerto Rican Tody",2003,NA
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",2003,NA
"resident","Insectivores-Elaenia","Carribean Elaenia",2003,NA
"migrant",NA,"Merlin",2004,0
"migrant",NA,"Bicknell's Thrush",2004,0
"migrant",NA,"Ovenbird",2004,20
"migrant",NA,"Worm-eating Warbler",2004,0
"migrant",NA,"Northern Waterthrush",2004,0
"migrant",NA,"Blue-winged Warbler",2004,0
"migrant",NA,"Black-and-white Warbler",2004,15
"migrant",NA,"Prothonotary Warbler",2004,0
"migrant",NA,"Swainson's Warbler",2004,1
"migrant",NA,"Kentucky Warbler",2004,0
"migrant",NA,"Hooded Warbler",2004,2
"migrant",NA,"American Redstart",2004,14
"migrant",NA,"Cape May Warbler",2004,3
"migrant",NA,"Northern Parula",2004,6
"migrant",NA,"Magnolia Warbler",2004,0
"migrant",NA,"Black-throated Blue Warbler",2004,0
"migrant",NA,"Prairie Warbler",2004,13
"migrant",NA,"Baltimore Oriole",2004,0
"migrant",NA,"Indigo Bunting",2004,1
"migrant",NA,"Rose-breasted Grosbeak",2004,4
"resident","Frugivores","Zenaida Dove",2004,NA
"resident","Frugivores","Common Ground-dove",2004,NA
"resident","Frugivores","Key West Quail Dov",2004,NA
"resident","Frugivores","Pearly-eyed Thrasher",2004,NA
"resident","Frugivores","Red-legged Thrush",2004,NA
"resident","Frugivores","Antillean Euphonia",2004,NA
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",2004,NA
"resident","Frugivores","Puerto Rican Bullfinch",2004,NA
"resident","Frugivores","Black-faced Grassquit",2004,NA
"resident","Frugivores","Yellow-faced Grassquit",2004,NA
"resident","Frugivores","Northern Mockingbird",2004,NA
"resident","Nectarivores","Antillean Mango",2004,NA
"resident","Nectarivores","Puero Rican Emerald",2004,NA
"resident","Nectarivores","Bananaquit",2004,NA
"resident","Insectivores-Gleaners","Mangrove Cuckoo",2004,NA
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",2004,NA
"resident","Insectivores-Gleaners","Puerto Rican Vireo",2004,NA
"resident","Insectivores-Gleaners","Adelaide's Warbler",2004,NA
"resident","Insectivores-Gleaners","Black-cowled Oriole",2004,NA
"resident","Insectivores-Gleaners","Troupial",2004,NA
"resident","Insectivores-Flycatchers","Gray Kingbird",2004,NA
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",2004,NA
"resident","Insectivores-Flycatchers","Puerto Rican Tody",2004,NA
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",2004,NA
"resident","Insectivores-Elaenia","Carribean Elaenia",2004,NA
"migrant",NA,"Merlin",2005,0
"migrant",NA,"Bicknell's Thrush",2005,1
"migrant",NA,"Ovenbird",2005,24
"migrant",NA,"Worm-eating Warbler",2005,5
"migrant",NA,"Northern Waterthrush",2005,0
"migrant",NA,"Blue-winged Warbler",2005,0
"migrant",NA,"Black-and-white Warbler",2005,16
"migrant",NA,"Prothonotary Warbler",2005,0
"migrant",NA,"Swainson's Warbler",2005,0
"migrant",NA,"Kentucky Warbler",2005,1
"migrant",NA,"Hooded Warbler",2005,3
"migrant",NA,"American Redstart",2005,9
"migrant",NA,"Cape May Warbler",2005,2
"migrant",NA,"Northern Parula",2005,5
"migrant",NA,"Magnolia Warbler",2005,0
"migrant",NA,"Black-throated Blue Warbler",2005,0
"migrant",NA,"Prairie Warbler",2005,8
"migrant",NA,"Baltimore Oriole",2005,0
"migrant",NA,"Indigo Bunting",2005,0
"migrant",NA,"Rose-breasted Grosbeak",2005,1
"resident","Frugivores","Zenaida Dove",2005,NA
"resident","Frugivores","Common Ground-dove",2005,NA
"resident","Frugivores","Key West Quail Dov",2005,NA
"resident","Frugivores","Pearly-eyed Thrasher",2005,NA
"resident","Frugivores","Red-legged Thrush",2005,NA
"resident","Frugivores","Antillean Euphonia",2005,NA
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",2005,NA
"resident","Frugivores","Puerto Rican Bullfinch",2005,NA
"resident","Frugivores","Black-faced Grassquit",2005,NA
"resident","Frugivores","Yellow-faced Grassquit",2005,NA
"resident","Frugivores","Northern Mockingbird",2005,NA
"resident","Nectarivores","Antillean Mango",2005,NA
"resident","Nectarivores","Puero Rican Emerald",2005,NA
"resident","Nectarivores","Bananaquit",2005,NA
"resident","Insectivores-Gleaners","Mangrove Cuckoo",2005,NA
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",2005,NA
"resident","Insectivores-Gleaners","Puerto Rican Vireo",2005,NA
"resident","Insectivores-Gleaners","Adelaide's Warbler",2005,NA
"resident","Insectivores-Gleaners","Black-cowled Oriole",2005,NA
"resident","Insectivores-Gleaners","Troupial",2005,NA
"resident","Insectivores-Flycatchers","Gray Kingbird",2005,NA
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",2005,NA
"resident","Insectivores-Flycatchers","Puerto Rican Tody",2005,NA
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",2005,NA
"resident","Insectivores-Elaenia","Carribean Elaenia",2005,NA
"migrant",NA,"Merlin",2006,0
"migrant",NA,"Bicknell's Thrush",2006,0
"migrant",NA,"Ovenbird",2006,23
"migrant",NA,"Worm-eating Warbler",2006,6
"migrant",NA,"Northern Waterthrush",2006,0
"migrant",NA,"Blue-winged Warbler",2006,0
"migrant",NA,"Black-and-white Warbler",2006,26
"migrant",NA,"Prothonotary Warbler",2006,0
"migrant",NA,"Swainson's Warbler",2006,1
"migrant",NA,"Kentucky Warbler",2006,0
"migrant",NA,"Hooded Warbler",2006,0
"migrant",NA,"American Redstart",2006,7
"migrant",NA,"Cape May Warbler",2006,0
"migrant",NA,"Northern Parula",2006,7
"migrant",NA,"Magnolia Warbler",2006,0
"migrant",NA,"Black-throated Blue Warbler",2006,0
"migrant",NA,"Prairie Warbler",2006,7
"migrant",NA,"Baltimore Oriole",2006,1
"migrant",NA,"Indigo Bunting",2006,0
"migrant",NA,"Rose-breasted Grosbeak",2006,1
"resident","Frugivores","Zenaida Dove",2006,NA
"resident","Frugivores","Common Ground-dove",2006,NA
"resident","Frugivores","Key West Quail Dov",2006,NA
"resident","Frugivores","Pearly-eyed Thrasher",2006,NA
"resident","Frugivores","Red-legged Thrush",2006,NA
"resident","Frugivores","Antillean Euphonia",2006,NA
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",2006,NA
"resident","Frugivores","Puerto Rican Bullfinch",2006,NA
"resident","Frugivores","Black-faced Grassquit",2006,NA
"resident","Frugivores","Yellow-faced Grassquit",2006,NA
"resident","Frugivores","Northern Mockingbird",2006,NA
"resident","Nectarivores","Antillean Mango",2006,NA
"resident","Nectarivores","Puero Rican Emerald",2006,NA
"resident","Nectarivores","Bananaquit",2006,NA
"resident","Insectivores-Gleaners","Mangrove Cuckoo",2006,NA
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",2006,NA
"resident","Insectivores-Gleaners","Puerto Rican Vireo",2006,NA
"resident","Insectivores-Gleaners","Adelaide's Warbler",2006,NA
"resident","Insectivores-Gleaners","Black-cowled Oriole",2006,NA
"resident","Insectivores-Gleaners","Troupial",2006,NA
"resident","Insectivores-Flycatchers","Gray Kingbird",2006,NA
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",2006,NA
"resident","Insectivores-Flycatchers","Puerto Rican Tody",2006,NA
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",2006,NA
"resident","Insectivores-Elaenia","Carribean Elaenia",2006,NA
"migrant",NA,"Merlin",2007,0
"migrant",NA,"Bicknell's Thrush",2007,0
"migrant",NA,"Ovenbird",2007,11
"migrant",NA,"Worm-eating Warbler",2007,2
"migrant",NA,"Northern Waterthrush",2007,0
"migrant",NA,"Blue-winged Warbler",2007,0
"migrant",NA,"Black-and-white Warbler",2007,12
"migrant",NA,"Prothonotary Warbler",2007,0
"migrant",NA,"Swainson's Warbler",2007,1
"migrant",NA,"Kentucky Warbler",2007,0
"migrant",NA,"Hooded Warbler",2007,1
"migrant",NA,"American Redstart",2007,10
"migrant",NA,"Cape May Warbler",2007,0
"migrant",NA,"Northern Parula",2007,7
"migrant",NA,"Magnolia Warbler",2007,0
"migrant",NA,"Black-throated Blue Warbler",2007,0
"migrant",NA,"Prairie Warbler",2007,4
"migrant",NA,"Baltimore Oriole",2007,0
"migrant",NA,"Indigo Bunting",2007,0
"migrant",NA,"Rose-breasted Grosbeak",2007,0
"resident","Frugivores","Zenaida Dove",2007,NA
"resident","Frugivores","Common Ground-dove",2007,NA
"resident","Frugivores","Key West Quail Dov",2007,NA
"resident","Frugivores","Pearly-eyed Thrasher",2007,NA
